Assists_Position,NAME,TEAM,ASSISTS,GAMES,ASSISTS PER MATCH
239,DANIEL GARCÍA CARRILLO,ATHLETIC CLUB,0,13,0
239,MARCOS ALONSO,FC BARCELONA,0,4,0
239,FERMÍN LÓPEZ,FC BARCELONA,0,23,0
239,CRISTHIAN MOSQUERA,VALENCIA CF,0,28,0
239,FABRIZIO ANGILERI,GETAFE CF,0,8,0
239,YEREMY PINO,VILLARREAL CF,0,7,0
239,KIKO FEMENÍA,VILLARREAL CF,0,16,0
239,CARLOS DOMÍNGUEZ,RC CELTA,0,16,0
239,TASOS DOUVIKAS,RC CELTA,0,25,0
239,MAURO ARAMBARRI,GETAFE CF,0,7,0
239,KIKE PÉREZ,RAYO VALLECANO,0,22,0
239,MARIO DOMÍNGUEZ,VALENCIA CF,0,3,0
239,HÉCTOR BELLERÍN,REAL BETIS,0,19,0
239,SERGI ALTIMIRA,REAL BETIS,0,12,0
239,ADRIÀ MIQUEL BOSCH,GRANADA CF,0,1,0
239,NAHUEL TENAGLIA,DEPORTIVO ALAVÉS,0,18,0
239,SIEBE VAN DER HEYDEN,RCD MALLORCA,0,6,0
239,ÍÑIGO MARTÍNEZ,FC BARCELONA,0,15,0
239,MÁXIMO PERRONE,UD LAS PALMAS,0,24,0
239,JORGE HERRANDO,CA OSASUNA,0,11,0
239,ERIC GARCÍA,GIRONA FC,0,24,0
239,FRANCISCO BARBOSA VIEITES,REAL BETIS,0,3,0
239,GUILHERME SOUSA CARVALHO FERNANDES,REAL BETIS,0,0,0
239,MARC BARTRA,REAL BETIS,0,3,0
239,CHADI RIAD,REAL BETIS,0,19,0
239,DANIEL PÉREZ GUERRERO,REAL BETIS,0,0,0
239,IGNACIO PEÑA SOTORRES,FC BARCELONA,0,10,0
239,DIEGO KOCHEN,FC BARCELONA,0,0,0
239,ANDER ASTRALAGA,FC BARCELONA,0,0,0
239,MARC CASADÓ,FC BARCELONA,0,1,0
239,PAU CUBARSÍ,FC BARCELONA,0,11,0
239,RUBÉN IRANZO,VALENCIA CF,0,0,0
239,HUGO GUILLAMÓN,VALENCIA CF,0,21,0
239,MARTÍN TEJÓN,VALENCIA CF,0,0,0
239,JAUME DOMÈNECH,VALENCIA CF,0,0,0
239,ROMAN YAREMCHUK,VALENCIA CF,0,21,0
239,CÉSAR TÁRREGA,VALENCIA CF,0,1,0
239,CRISTIAN RIVERO,VALENCIA CF,0,0,0
239,GONÇALO MENDES PACIÊNCIA,RC CELTA,0,0,0
239,RAÚL GARCÍA,RC CELTA,0,0,0
239,AGUSTÍN MARCHESÍN,RC CELTA,0,0,0
239,KEVIN VÁZQUEZ,RC CELTA,0,11,0
239,COKE CARRILLO,RC CELTA,0,0,0
239,FERNANDO MARTÍNEZ,UD ALMERÍA,0,2,0
239,ARVIN APPIAH,UD ALMERÍA,0,0,0
239,HOUBOULANG MENDES,UD ALMERÍA,0,7,0
239,GUILHERME BORGES GUEDES,UD ALMERÍA,0,0,0
239,BRUNO IRIBARNE,UD ALMERÍA,0,0,0
239,RUBÉN QUINTANILLA,RCD MALLORCA,0,0,0
239,MATIJA NASTASIC,RCD MALLORCA,0,22,0
239,DANIEL LUNA,RCD MALLORCA,0,0,0
239,DOMINIK GREIF,RCD MALLORCA,0,1,0
239,PERE GARCÍA,RCD MALLORCA,0,0,0
239,IVÁN CUÉLLAR,RCD MALLORCA,0,0,0
239,UNAI EGILUZ,ATHLETIC CLUB,0,0,0
239,PERU NOLASKOAIN,ATHLETIC CLUB,0,2,0
239,MALCOM ABDULAI ARES DJALÓ,ATHLETIC CLUB,0,10,0
239,JAVIER MARTÓN,ATHLETIC CLUB,0,0,0
239,JULEN AGIRREZABALA,ATHLETIC CLUB,0,1,0
239,PABLO MUÑOZ,RAYO VALLECANO,0,0,0
239,JORGE MORENO,RAYO VALLECANO,0,0,0
239,ANDREI RATIU,RAYO VALLECANO,0,8,0
239,DANI CÁRDENAS,RAYO VALLECANO,0,0,0
239,MARTÍN PASCUAL,RAYO VALLECANO,0,0,0
239,JOSÉ POZO,RAYO VALLECANO,0,2,0
239,MIGUEL ÁNGEL MORRO,RAYO VALLECANO,0,0,0
239,ALEJANDRO GONZÁLEZ GORRIN,UD LAS PALMAS,0,0,0
239,IÑAKI GONZÁLEZ,UD LAS PALMAS,0,1,0
239,ERIC CURBELO,UD LAS PALMAS,0,1,0
239,AARÓN ESCANDELL,UD LAS PALMAS,0,1,0
239,CRISTIAN HERRERA,UD LAS PALMAS,0,7,0
239,JUAN HERZOG,UD LAS PALMAS,0,3,0
239,SANTIAGO BUENO,GIRONA FC,0,0,0
239,MANU VALLEJO,GIRONA FC,0,0,0
239,JHON SOLÍS,GIRONA FC,0,15,0
239,IBRAHIMA KÉBÉ,GIRONA FC,0,2,0
239,IKER ALMENA,GIRONA FC,0,0,0
239,JUAN CARLOS MARTÍN CORRAL,GIRONA FC,0,0,0
239,TONI FUIDIAS,GIRONA FC,0,0,0
239,ANDER SÁNCHEZ,DEPORTIVO ALAVÉS,0,0,0
239,JOSEDA ÁLVAREZ,DEPORTIVO ALAVÉS,0,0,0
239,JESÚS OWONO,DEPORTIVO ALAVÉS,0,0,0
239,SELU DIALLO,DEPORTIVO ALAVÉS,0,0,0
239,NIKOLA MARAS,DEPORTIVO ALAVÉS,0,0,0
239,GIORGI GAGUA,DEPORTIVO ALAVÉS,0,0,0
239,ADRIÁN RODRÍGUEZ,DEPORTIVO ALAVÉS,0,0,0
239,GAIZKA GARCÍA,DEPORTIVO ALAVÉS,0,0,0
239,DAVID GIL,CÁDIZ CF,0,4,0
239,MOMO MBAYE,CÁDIZ CF,0,4,0
239,ÁLVARO BASTIDA,CÁDIZ CF,0,0,0
239,JOSEBA ZALDÚA,CÁDIZ CF,0,8,0
239,JOSÉ ANTONIO DE LA ROSA,CÁDIZ CF,0,0,0
239,MARIO GONZÁLEZ,GRANADA CF,0,0,0
239,WILSON MIGUEIS MANAFÁ JANCÓ,GRANADA CF,0,4,0
239,ADRI LÓPEZ,GRANADA CF,0,0,0
239,URKO GONZÁLEZ,REAL SOCIEDAD,0,4,0
239,PABLO MARÍN,REAL SOCIEDAD,0,0,0
239,AITOR FRAGA,REAL SOCIEDAD,0,0,0
239,UNAI MARRERO,REAL SOCIEDAD,0,2,0
239,NICO PAZ,REAL MADRID,0,4,0
239,GONZALO GARCÍA,REAL MADRID,0,2,0
239,FRANCISCO JAVIER GONZÁLEZ PÉREZ,REAL MADRID,0,0,0
239,LUCAS CAÑIZARES,REAL MADRID,0,0,0
239,DIEGO PIÑEIRO,REAL MADRID,0,0,0
239,MATÍAS ÁRBOL,SEVILLA FC,0,0,0
239,GONZALO MONTIEL,SEVILLA FC,0,0,0
239,MANU BUENO,SEVILLA FC,0,2,0
239,ØRJAN NYLAND,SEVILLA FC,0,16,0
239,ALEJANDRO DARÍO GÓMEZ VILLAVERDE,SEVILLA FC,0,0,0
239,IVO GRBIC,ATLÉTICO DE MADRID,0,0,0
239,ILIAS KOSTIS,ATLÉTICO DE MADRID,0,0,0
239,ANTONIO GOMIS,ATLÉTICO DE MADRID,0,0,0
239,DANIEL CERANTOLA FUZATO,GETAFE CF,0,0,0
239,JORGE BENITO,GETAFE CF,0,0,0
239,PABLO VALENCIA,CA OSASUNA,0,0,0
239,DIMITRIOS STAMATAKIS,CA OSASUNA,0,0,0
239,JAVI MARTÍNEZ,CA OSASUNA,0,0,0
239,UNAI GARCÍA,CA OSASUNA,0,7,0
239,PEPE REINA,VILLARREAL CF,0,1,0
239,MANU TRIGUEROS,VILLARREAL CF,0,11,0
239,ADRIÀ ALTI,VILLARREAL CF,0,11,0
239,DAVID LÓPEZ,RCD MALLORCA,0,0,0
239,YERAY ÁLVAREZ,ATHLETIC CLUB,0,13,0
239,UNAI HERNÁNDEZ,FC BARCELONA,0,0,0
239,ABDE EZZALZOULI,REAL BETIS,0,22,0
239,ASSANE DIAO,REAL BETIS,0,18,0
239,PABLO BUSTO,REAL BETIS,0,2,0
239,ENRIQUE FERNÁNDEZ,REAL BETIS,0,0,0
239,VICENTE GUAITA,RC CELTA,0,21,0
239,MIHAILO RISTIC,RC CELTA,0,11,0
239,JOSÉ GIMÉNEZ,ATLÉTICO DE MADRID,0,17,0
239,ÓSCAR RODRÍGUEZ,GETAFE CF,0,17,0
239,MARIANO DÍAZ,SEVILLA FC,0,6,0
239,SERGIO RAMOS,SEVILLA FC,0,20,0
239,ADNAN JANUZAJ,SEVILLA FC,0,8,0
239,BOUBAKARY SOUMARÉ,SEVILLA FC,0,21,0
239,CÉSAR MONTES,UD ALMERÍA,0,16,0
239,CARLOS ROMERO,VILLARREAL CF,0,7,0
239,ÁLVARO ODRIOZOLA,REAL SOCIEDAD,0,4,0
239,JASTIN GARCÍA,GIRONA FC,0,2,0
239,SHON WEISSMAN,GRANADA CF,0,5,0
239,RAÚL TORRENTE,GRANADA CF,0,14,0
239,ÁLVARO FERNÁNDEZ,GRANADA CF,0,13,0
239,TOMÁS MENDES,DEPORTIVO ALAVÉS,0,1,0
239,UNAI ROPERO,DEPORTIVO ALAVÉS,0,1,0
239,MARCIANO SANCA TCHAMI,UD ALMERÍA,0,6,0
239,CLAUDIO BRAVO,REAL BETIS,0,7,0
239,FERLAND MENDY,REAL MADRID,0,20,0
239,JON MAGUNAZELAIA,REAL SOCIEDAD,0,5,0
239,ANDRÉ MIGUEL VALENTE DA SILVA,REAL SOCIEDAD,0,14,0
239,ROMINIGUE KOUAMÉ,CÁDIZ CF,0,16,0
239,ALBERTO FLORES,SEVILLA FC,0,0,0
239,JOHN PATRICK,GETAFE CF,0,0,0
239,RICARDO VISUS,REAL BETIS,0,2,0
239,SALIM EL JEBARI,ATLÉTICO DE MADRID,0,1,0
239,MARCO MORENO,ATLÉTICO DE MADRID,0,0,0
239,AITOR GISMERA,ATLÉTICO DE MADRID,0,0,0
239,ADRIÁN NIÑO,ATLÉTICO DE MADRID,0,0,0
239,MIGUEL MARTÍN GARCÍA,RCD MALLORCA,0,0,0
239,ÁLVARO CARRILLO,REAL MADRID,0,0,0
239,BORJA GARCÍA,GIRONA FC,0,0,0
239,PACO SANZ,UD ALMERÍA,0,0,0
239,RÚBEN MONTERO,DEPORTIVO ALAVÉS,0,0,0
239,DARKO BRASANAC,CA OSASUNA,0,2,0
239,YAREK GASIOROWSKI,VALENCIA CF,0,9,0
239,MARCOS PEÑA,UD ALMERÍA,0,2,0
239,MARCOS DO NASCIMENTO TEIXEIRA,SEVILLA FC,0,6,0
239,MARC GUIU,FC BARCELONA,0,3,0
239,PAU VICTOR,FC BARCELONA,0,0,0
239,ÁLVARO KILLANE,UD LAS PALMAS,0,0,0
239,NABIL ABERDIN,GETAFE CF,0,0,0
239,FACUNDO ESNÁIDER,GETAFE CF,0,0,0
239,YUZÚN LEY,RCD MALLORCA,0,0,0
239,TANGUY NIANZOU,SEVILLA FC,0,6,0
239,ENEKO ORTIZ,DEPORTIVO ALAVÉS,0,0,0
239,ÁLEX MORATA,CÁDIZ CF,0,0,0
239,ARISTIDE NJALLA,CÁDIZ CF,0,0,0
239,JORGE MARTÍN,GETAFE CF,0,9,0
239,SERGIO MESTRE,ATLÉTICO DE MADRID,0,0,0
239,JON ARAMBURU,REAL SOCIEDAD,0,6,0
239,HUGO ÁLVAREZ,RC CELTA,0,5,0
239,JAVI RODRÍGUEZ,RC CELTA,0,0,0
239,ARDA GÜLER,REAL MADRID,0,5,0
239,HUGO RINCÓN,ATHLETIC CLUB,0,0,0
239,JORGE PASCUAL,VILLARREAL CF,0,1,0
239,VICTOR WEHBI AZNAR USSEN,CÁDIZ CF,0,0,0
239,DAMIÁN RODRÍGUEZ,RC CELTA,0,1,0
239,EDGAR PUJOL,REAL MADRID,0,0,0
239,RACHAD FETTAL,UD ALMERÍA,0,1,0
239,VICTOR PARADA,DEPORTIVO ALAVÉS,0,2,0
239,SOKRATIS PAPASTATHOPOULOS,REAL BETIS,0,10,0
239,ALEIX GARRIDO,FC BARCELONA,0,0,0
239,ÁRON YAAKOBISHVILI,FC BARCELONA,0,0,0
239,MARIO MARTÍN,REAL MADRID,0,0,0
239,ABRAHAM DEL MORAL,VILLARREAL CF,0,0,0
239,BRIAN OCAMPO,CÁDIZ CF,0,10,0
239,ÁLEX PADILLA,ATHLETIC CLUB,0,0,0
239,MOUSSA DIAKITÉ,CÁDIZ CF,0,1,0
239,THÉO ZIDANE,REAL MADRID,0,0,0
239,MARCO CAMUS,VALENCIA CF,0,0,0
239,PAU MASCARÓ,RCD MALLORCA,0,0,0
239,FRANCIS COQUELIN,VILLARREAL CF,0,12,0
239,RAFAEL ROMERO,SEVILLA FC,0,0,0
239,DARÍO BENAVIDES,SEVILLA FC,0,0,0
239,IBRAHIMA SOW,SEVILLA FC,0,0,0
239,PAU FERRER BESALDUCH,UD LAS PALMAS,0,0,0
239,GAIZKA AYESA,REAL SOCIEDAD,0,0,0
239,BRYAN FIABEMA,REAL SOCIEDAD,0,0,0
239,AINGERU OLABARRIETA,ATHLETIC CLUB,0,0,0
239,MIKEL JAUREGIZAR,ATHLETIC CLUB,0,4,0
239,RAYANE BELAID,ATLÉTICO DE MADRID,0,0,0
239,POL TRISTÁN,GRANADA CF,0,0,0
239,JAVI DOMÍNGUEZ,RC CELTA,0,0,0
239,FRAN ÁRBOL,GRANADA CF,0,0,0
239,MARIO DE LUIS,REAL MADRID,0,0,0
239,VINÍCIUS AUGUSTO TOBIAS DA SILVA,REAL MADRID,0,0,0
239,MARCOS FERNÁNDEZ,RCD MALLORCA,0,0,0
239,EGOITZ MUÑOZ,DEPORTIVO ALAVÉS,0,0,0
239,MIGUEL JIMÉNEZ CAPITAS,SEVILLA FC,0,0,0
239,LUIS DASILVA RODRÍGUEZ,SEVILLA FC,0,0,0
239,DIEGO HORMIGO,SEVILLA FC,0,1,0
239,PAU PRIM,FC BARCELONA,0,0,0
239,NOBEL MENDY,REAL BETIS,0,0,0
239,ERIC BAILLY,VILLARREAL CF,0,7,0
239,DAVID OTORBI,VALENCIA CF,0,0,0
239,GIULIANO SIMEONE,DEPORTIVO ALAVÉS,0,7,0
239,AUGUSTO BATALLA,GRANADA CF,0,12,0
239,MATÍAS AREZO,GRANADA CF,0,9,0
239,BRUNO MÉNDEZ,GRANADA CF,0,10,0
239,ANTAL YAAKOBISHVILI,GIRONA FC,0,1,0
239,MARTIN SVIDERSKY,UD ALMERÍA,0,0,0
239,VITOR HUGO ROQUE FERREIRA,FC BARCELONA,0,10,0
239,LUCIEN AGOUMÉ,SEVILLA FC,0,4,0
239,MARTIN HONGLA,GRANADA CF,0,8,0
239,KAMIL PIATKOWSKI,GRANADA CF,0,5,0
239,ALEJANDRO QUEVEDO,RCD MALLORCA,0,0,0
239,XAVIER PLEGUEZUELO,REAL BETIS,0,0,0
239,ALBERTO DADIE,REAL SOCIEDAD,0,1,0
239,STEFAN LEKOVIC,VILLARREAL CF,0,1,0
239,ERIC MONJONELL,GIRONA FC,0,0,0
239,ETTA EYONG,CÁDIZ CF,0,1,0
239,FABIO GONZÁLEZ,UD LAS PALMAS,0,2,0
239,IKER ÁLVAREZ,VILLARREAL CF,0,0,0
239,JON MARTÍN,REAL SOCIEDAD,0,0,0
239,IÑAKI RUPÉREZ,REAL SOCIEDAD,0,0,0
239,SHERALDO BECKER,REAL SOCIEDAD,0,7,0
239,RICARD ARTERO,GIRONA FC,0,0,0
239,DJORDJIJE MEDENICA,GETAFE CF,0,0,0
239,JESÚS SANTIAGO PÉREZ,GETAFE CF,0,7,0
239,HANNIBAL MEJBRI,SEVILLA FC,0,4,0
239,LASSINA SANGARE,GRANADA CF,0,0,0
239,PABLO SÁENZ,GRANADA CF,0,0,0
239,LUKA ROMERO,UD ALMERÍA,0,6,0
239,ALEKSANDAR RADOVANOVIC,UD ALMERÍA,0,7,0
239,NACHO VIDAL,RCD MALLORCA,0,12,0
239,YERSON MOSQUERA,VILLARREAL CF,0,8,0
239,JAVI GALÁN,REAL SOCIEDAD,0,14,0
239,HORATIU MOLDOVAN,ATLÉTICO DE MADRID,0,0,0
239,ARTHUR VERMEEREN,ATLÉTICO DE MADRID,0,3,0
239,MARC MARTÍNEZ,GRANADA CF,0,0,0
239,EGHOSA BELLO,GRANADA CF,0,0,0
239,GABRIEL ARMANDO DE ABREU,ATLÉTICO DE MADRID,0,22,0
239,MIGUEL CRESPO DA SILVA,RAYO VALLECANO,0,7,0
239,PETER GONZÁLEZ,VALENCIA CF,0,7,0
239,JOAQUÍN PANICHELLI,DEPORTIVO ALAVÉS,0,2,0
239,THEO CORBEANU,GRANADA CF,0,6,0
239,ANTHONY LOZANO,UD ALMERÍA,0,12,0
239,BRUNO ALBERTO LANGA,UD ALMERÍA,0,5,0
239,TADEO ALLENDE,RC CELTA,0,6,0
239,AIHAM HANZ OUSOU,CÁDIZ CF,0,3,0
239,JUAN MIGUEL JIMÉNEZ LÓPEZ,CÁDIZ CF,0,8,0
239,STANIS IDUMBO MUZAMBO,SEVILLA FC,0,0,0
239,DIADIÉ SAMASSÉKOU,CÁDIZ CF,0,2,0
239,JACOBO RAMÓN,REAL MADRID,0,0,0
239,BERTRAND TRAORÉ,VILLARREAL CF,0,5,0
239,NEMANJA RADONJIC,RCD MALLORCA,0,5,0
239,ALEJANDRO HERRANZ,GETAFE CF,0,0,0
239,KAMIL JÓZWIAK,GRANADA CF,0,6,0
239,ALEJO VÉLIZ,SEVILLA FC,0,3,0
239,XAVI SINTES,SEVILLA FC,0,0,0
239,CÉDRIC BAKAMBU,REAL BETIS,0,1,0
239,JOSÉ ÁNGEL GÓMEZ CAMPAÑA,UD LAS PALMAS,0,4,0
239,IÑIGO ARGUIBIDE,CA OSASUNA,0,1,0
239,MAX SVENSSON,CA OSASUNA,0,0,0
239,ÁLVARO RODRÍGUEZ,REAL MADRID,0,1,0
239,SERGIO GIMENO,GETAFE CF,0,0,0
239,DANIEL BUDESCA,VILLARREAL CF,0,0,0
239,MIKAYIL FAYE,FC BARCELONA,0,0,0
239,ASIER OSAMBELA,CA OSASUNA,0,0,0
